day_id,weekday,time_slot,year,batch,activity,building,floor,students_present,total_students_year,is_peak_hour,is_lunch_window,occupancy_ratio
1,1,09:45,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,11365,15000,1,0,0.758
1,1,09:45,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,207,250,1,0,0.828
1,1,09:45,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,168,250,1,0,0.672
1,1,10:00,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,12077,15000,1,0,0.805
1,1,10:00,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor2,11364,15000,1,0,0.758
1,1,10:00,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,180,250,1,0,0.72
1,1,10:00,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,184,250,1,0,0.736
1,1,10:15,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,11850,15000,1,0,0.79
1,1,10:15,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,12597,15000,1,0,0.84
1,1,10:15,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,241,250,1,0,0.964
1,1,10:15,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,249,250,1,0,0.996
1,1,10:30,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor2,11658,15000,1,0,0.777
1,1,10:30,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,12414,15000,1,0,0.828
1,1,10:30,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,235,250,1,0,0.94
1,1,10:30,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,183,250,1,0,0.732
1,1,10:45,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor1,11922,15000,1,0,0.795
1,1,10:45,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor1,12991,15000,1,0,0.866
1,1,10:45,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,187,250,1,0,0.748
1,1,10:45,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,191,250,1,0,0.764
1,1,11:00,Engineering,Tech_A,Regular_Academic,Parking,Ground,8575,15000,0,0,0.572
1,1,11:00,Engineering,Tech_B,Regular_Academic,MBA_Block,Floor2,7626,15000,0,0,0.508
1,1,11:00,MBA,MBA_1,Regular_Academic,Placement,Floor1,179,250,0,0,0.716
1,1,11:00,MBA,MBA_2,Regular_Academic,Auditorium_Path,Ground,130,250,0,0,0.52
1,1,11:15,Engineering,Tech_A,Regular_Academic,Tech_Lab,Lab2,7144,15000,0,0,0.476
1,1,11:15,Engineering,Tech_B,Regular_Academic,Java_Cafeteria,Ground,9437,15000,0,0,0.629
1,1,11:15,MBA,MBA_1,Regular_Academic,Tech_Lab,Lab1,162,250,0,0,0.648
1,1,11:15,MBA,MBA_2,Regular_Academic,Placement,Floor1,171,250,0,0,0.684
1,1,11:30,Engineering,Tech_A,Regular_Academic,Tech_Class,Floor2,11014,15000,0,0,0.734
1,1,11:30,Engineering,Tech_B,Regular_Academic,Tech_Lab,Lab2,10848,15000,0,0,0.723
1,1,11:30,MBA,MBA_1,Regular_Academic,Tech_Class,Floor2,173,250,0,0,0.692
1,1,11:30,MBA,MBA_2,Regular_Academic,Tech_Class,Floor2,175,250,0,0,0.7
1,1,11:45,Engineering,Tech_A,Regular_Academic,MBA_Block,Floor1,7628,15000,0,0,0.509
1,1,11:45,Engineering,Tech_B,Regular_Academic,Tech_Class,Floor3,9415,15000,0,0,0.628
1,1,11:45,MBA,MBA_1,Regular_Academic,Placement,Floor1,192,250,0,0,0.768
1,1,11:45,MBA,MBA_2,Regular_Academic,Parking,Ground,132,250,0,0,0.528
1,1,12:00,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,3650,15000,0,1,0.243
1,1,12:00,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,2777,15000,0,1,0.185
1,1,12:00,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,60,250,0,1,0.24
1,1,12:00,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,58,250,0,1,0.232
1,1,12:15,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,3755,15000,0,1,0.25
1,1,12:15,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,4725,15000,0,1,0.315
1,1,12:15,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,55,250,0,1,0.22
1,1,12:15,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,40,250,0,1,0.16
1,1,12:30,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,2438,15000,0,1,0.163
1,1,12:30,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,4216,15000,0,1,0.281
1,1,12:30,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,38,250,0,1,0.152
1,1,12:30,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,64,250,0,1,0.256
1,1,12:45,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,4675,15000,0,1,0.312
1,1,12:45,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,3857,15000,0,1,0.257
1,1,12:45,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,69,250,0,1,0.276
1,1,12:45,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,62,250,0,1,0.248
1,1,13:00,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,3985,15000,0,1,0.266
1,1,13:00,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,3936,15000,0,1,0.262
1,1,13:00,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,75,250,0,1,0.3
1,1,13:00,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,62,250,0,1,0.248
1,1,13:15,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,2427,15000,0,1,0.162
1,1,13:15,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,3003,15000,0,1,0.2
1,1,13:15,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,45,250,0,1,0.18
1,1,13:15,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,66,250,0,1,0.264
1,1,13:30,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,2872,15000,0,1,0.191
1,1,13:30,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,3444,15000,0,1,0.23
1,1,13:30,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,70,250,0,1,0.28
1,1,13:30,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,55,250,0,1,0.22
1,1,13:45,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,2589,15000,0,1,0.173
1,1,13:45,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,4719,15000,0,1,0.315
1,1,13:45,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,59,250,0,1,0.236
1,1,13:45,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,58,250,0,1,0.232
1,1,14:00,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor2,9950,15000,1,0,0.663
1,1,14:00,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,12122,15000,1,0,0.808
1,1,14:00,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,220,250,1,0,0.88
1,1,14:00,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,201,250,1,0,0.804
1,1,14:15,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor2,12368,15000,1,0,0.825
1,1,14:15,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor2,11747,15000,1,0,0.783
1,1,14:15,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,240,250,1,0,0.96
1,1,14:15,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,208,250,1,0,0.832
1,1,14:30,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,12680,15000,1,0,0.845
1,1,14:30,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor1,11955,15000,1,0,0.797
1,1,14:30,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,212,250,1,0,0.848
1,1,14:30,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,190,250,1,0,0.76
1,1,14:45,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,12157,15000,1,0,0.81
1,1,14:45,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor1,10784,15000,1,0,0.719
1,1,14:45,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,194,250,1,0,0.776
1,1,14:45,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,176,250,1,0,0.704
1,1,15:00,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,11531,15000,1,0,0.769
1,1,15:00,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor2,11835,15000,1,0,0.789
1,1,15:00,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,230,250,1,0,0.92
1,1,15:00,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,202,250,1,0,0.808
1,1,15:15,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor1,14697,15000,1,0,0.98
1,1,15:15,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,12674,15000,1,0,0.845
1,1,15:15,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,205,250,1,0,0.82
1,1,15:15,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,186,250,1,0,0.744
1,1,15:30,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor1,10984,15000,1,0,0.732
1,1,15:30,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor2,14842,15000,1,0,0.989
1,1,15:30,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,200,250,1,0,0.8
1,1,15:30,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,186,250,1,0,0.744
1,1,15:45,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor1,14015,15000,1,0,0.934
1,1,15:45,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,12432,15000,1,0,0.829
1,1,15:45,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,208,250,1,0,0.832
1,1,15:45,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,211,250,1,0,0.844
1,1,16:00,Engineering,Tech_A,Regular_Academic,Tech_Lab,Lab2,11547,15000,0,0,0.77
1,1,16:00,Engineering,Tech_B,Regular_Academic,MBA_Block,Floor2,11061,15000,0,0,0.737
1,1,16:00,MBA,MBA_1,Regular_Academic,Java_Cafeteria,Ground,163,250,0,0,0.652
1,1,16:00,MBA,MBA_2,Regular_Academic,Tech_Lab,Lab2,122,250,0,0,0.488
1,1,16:15,Engineering,Tech_A,Regular_Academic,Tech_Class,Floor2,7325,15000,0,0,0.488
1,1,16:15,Engineering,Tech_B,Regular_Academic,Placement,Floor1,10526,15000,0,0,0.702
1,1,16:15,MBA,MBA_1,Regular_Academic,MBA_Block,Floor2,157,250,0,0,0.628
1,1,16:15,MBA,MBA_2,Regular_Academic,Auditorium_Path,Ground,125,250,0,0,0.5
1,1,16:30,Engineering,Tech_A,Regular_Academic,Auditorium_Path,Ground,11803,15000,0,0,0.787
1,1,16:30,Engineering,Tech_B,Regular_Academic,Auditorium_Path,Ground,8046,15000,0,0,0.536
1,1,16:30,MBA,MBA_1,Regular_Academic,Tech_Class,Floor1,115,250,0,0,0.46
1,1,16:30,MBA,MBA_2,Regular_Academic,MBA_Block,Floor1,185,250,0,0,0.74
1,1,16:45,Engineering,Tech_A,Regular_Academic,Parking,Ground,9234,15000,0,0,0.616
1,1,16:45,Engineering,Tech_B,Regular_Academic,MBA_Block,Floor2,8500,15000,0,0,0.567
1,1,16:45,MBA,MBA_1,Regular_Academic,Parking,Ground,139,250,0,0,0.556
1,1,16:45,MBA,MBA_2,Regular_Academic,MBA_Block,Floor2,159,250,0,0,0.636
1,1,17:00,Engineering,Tech_A,Regular_Academic,Java_Cafeteria,Ground,8319,15000,0,0,0.555
1,1,17:00,Engineering,Tech_B,Regular_Academic,Auditorium_Path,Ground,9730,15000,0,0,0.649
1,1,17:00,MBA,MBA_1,Regular_Academic,Java_Cafeteria,Ground,135,250,0,0,0.54
1,1,17:00,MBA,MBA_2,Regular_Academic,Tech_Lab,Lab1,168,250,0,0,0.672
2,2,08:00,Engineering,Tech_A,Regular_Academic,Tech_Class,Floor1,10614,15000,0,0,0.708
2,2,08:00,Engineering,Tech_B,Regular_Academic,Java_Cafeteria,Ground,11787,15000,0,0,0.786
2,2,08:00,MBA,MBA_1,Regular_Academic,Placement,Floor1,131,250,0,0,0.524
2,2,08:00,MBA,MBA_2,Regular_Academic,Placement,Floor1,158,250,0,0,0.632
2,2,08:15,Engineering,Tech_A,Regular_Academic,Parking,Ground,9574,15000,0,0,0.638
2,2,08:15,Engineering,Tech_B,Regular_Academic,Placement,Floor1,8789,15000,0,0,0.586
2,2,08:15,MBA,MBA_1,Regular_Academic,Tech_Class,Floor3,132,250,0,0,0.528
2,2,08:15,MBA,MBA_2,Regular_Academic,Auditorium_Path,Ground,156,250,0,0,0.624
2,2,08:30,Engineering,Tech_A,Regular_Academic,Parking,Ground,8479,15000,0,0,0.565
2,2,08:30,Engineering,Tech_B,Regular_Academic,Parking,Ground,7743,15000,0,0,0.516
2,2,08:30,MBA,MBA_1,Regular_Academic,MBA_Block,Floor2,185,250,0,0,0.74
2,2,08:30,MBA,MBA_2,Regular_Academic,MBA_Block,Floor1,170,250,0,0,0.68
2,2,08:45,Engineering,Tech_A,Regular_Academic,MBA_Block,Floor2,8686,15000,0,0,0.579
2,2,08:45,Engineering,Tech_B,Regular_Academic,Auditorium_Path,Ground,12693,15000,0,0,0.846
2,2,08:45,MBA,MBA_1,Regular_Academic,Java_Cafeteria,Ground,132,250,0,0,0.528
2,2,08:45,MBA,MBA_2,Regular_Academic,Auditorium_Path,Ground,149,250,0,0,0.596
2,2,09:00,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor2,13839,15000,1,0,0.923
2,2,09:00,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,13611,15000,1,0,0.907
2,2,09:00,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,177,250,1,0,0.708
2,2,09:00,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,201,250,1,0,0.804
2,2,09:15,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,14378,15000,1,0,0.959
2,2,09:15,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor1,14538,15000,1,0,0.969
2,2,09:15,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,180,250,1,0,0.72
2,2,09:15,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,218,250,1,0,0.872
2,2,09:30,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor1,12465,15000,1,0,0.831
2,2,09:30,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor1,12808,15000,1,0,0.854
2,2,09:30,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,190,250,1,0,0.76
2,2,09:30,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,216,250,1,0,0.864
2,2,09:45,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor1,12896,15000,1,0,0.86
2,2,09:45,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor2,12134,15000,1,0,0.809
2,2,09:45,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,180,250,1,0,0.72
2,2,09:45,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,202,250,1,0,0.808
2,2,10:00,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor1,15085,15000,1,0,1.006
2,2,10:00,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor1,11898,15000,1,0,0.793
2,2,10:00,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,219,250,1,0,0.876
2,2,10:00,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,180,250,1,0,0.72
2,2,10:15,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor1,14785,15000,1,0,0.986
2,2,10:15,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor2,13133,15000,1,0,0.876
2,2,10:15,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,218,250,1,0,0.872
2,2,10:15,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,200,250,1,0,0.8
2,2,10:30,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor1,11153,15000,1,0,0.744
2,2,10:30,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,14404,15000,1,0,0.96
2,2,10:30,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,218,250,1,0,0.872
2,2,10:30,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,216,250,1,0,0.864
2,2,10:45,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor2,12086,15000,1,0,0.806
2,2,10:45,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor2,11634,15000,1,0,0.776
2,2,10:45,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,195,250,1,0,0.78
2,2,10:45,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,210,250,1,0,0.84
2,2,11:00,Engineering,Tech_A,Regular_Academic,Tech_Class,Floor2,9948,15000,0,0,0.663
2,2,11:00,Engineering,Tech_B,Regular_Academic,MBA_Block,Floor1,9140,15000,0,0,0.609
2,2,11:00,MBA,MBA_1,Regular_Academic,Tech_Class,Floor3,166,250,0,0,0.664
2,2,11:00,MBA,MBA_2,Regular_Academic,Tech_Lab,Lab2,193,250,0,0,0.772
2,2,11:15,Engineering,Tech_A,Regular_Academic,Auditorium_Path,Ground,11503,15000,0,0,0.767
2,2,11:15,Engineering,Tech_B,Regular_Academic,MBA_Block,Floor2,10394,15000,0,0,0.693
2,2,11:15,MBA,MBA_1,Regular_Academic,Tech_Lab,Lab1,150,250,0,0,0.6
2,2,11:15,MBA,MBA_2,Regular_Academic,MBA_Block,Floor2,135,250,0,0,0.54
2,2,11:30,Engineering,Tech_A,Regular_Academic,Auditorium_Path,Ground,9679,15000,0,0,0.645
2,2,11:30,Engineering,Tech_B,Regular_Academic,Java_Cafeteria,Ground,8792,15000,0,0,0.586
2,2,11:30,MBA,MBA_1,Regular_Academic,Auditorium_Path,Ground,137,250,0,0,0.548
2,2,11:30,MBA,MBA_2,Regular_Academic,Auditorium_Path,Ground,146,250,0,0,0.584
2,2,11:45,Engineering,Tech_A,Regular_Academic,Tech_Lab,Lab2,9304,15000,0,0,0.62
2,2,11:45,Engineering,Tech_B,Regular_Academic,Java_Cafeteria,Ground,11274,15000,0,0,0.752
2,2,11:45,MBA,MBA_1,Regular_Academic,Tech_Lab,Lab1,202,250,0,0,0.808
2,2,11:45,MBA,MBA_2,Regular_Academic,Java_Cafeteria,Ground,151,250,0,0,0.604
2,2,12:00,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,2794,15000,0,1,0.186
2,2,12:00,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,3568,15000,0,1,0.238
2,2,12:00,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,80,250,0,1,0.32
2,2,12:00,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,47,250,0,1,0.188
2,2,12:15,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,3915,15000,0,1,0.261
2,2,12:15,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,3712,15000,0,1,0.247
2,2,12:15,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,57,250,0,1,0.228
2,2,12:15,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,44,250,0,1,0.176
2,2,12:30,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,2862,15000,0,1,0.191
2,2,12:30,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,2325,15000,0,1,0.155
2,2,12:30,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,45,250,0,1,0.18
2,2,12:30,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,78,250,0,1,0.312
2,2,12:45,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,3027,15000,0,1,0.202
2,2,12:45,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,2675,15000,0,1,0.178
2,2,12:45,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,65,250,0,1,0.26
2,2,12:45,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,44,250,0,1,0.176
2,2,13:00,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,4013,15000,0,1,0.268
2,2,13:00,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,4073,15000,0,1,0.272
2,2,13:00,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,57,250,0,1,0.228
2,2,13:00,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,45,250,0,1,0.18
2,2,13:15,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,3721,15000,0,1,0.248
2,2,13:15,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,2570,15000,0,1,0.171
2,2,13:15,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,52,250,0,1,0.208
2,2,13:15,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,58,250,0,1,0.232
2,2,13:30,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,3727,15000,0,1,0.248
2,2,13:30,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,3391,15000,0,1,0.226
2,2,13:30,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,67,250,0,1,0.268
2,2,13:30,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,49,250,0,1,0.196
2,2,13:45,Engineering,Tech_A,Lunch,Java_Cafeteria,Ground,2359,15000,0,1,0.157
2,2,13:45,Engineering,Tech_B,Lunch,Java_Cafeteria,Ground,2930,15000,0,1,0.195
2,2,13:45,MBA,MBA_1,Lunch,Java_Cafeteria,Ground,44,250,0,1,0.176
2,2,13:45,MBA,MBA_2,Lunch,Java_Cafeteria,Ground,37,250,0,1,0.148
2,2,14:00,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,10171,15000,1,0,0.678
2,2,14:00,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor2,11410,15000,1,0,0.761
2,2,14:00,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,169,250,1,0,0.676
2,2,14:00,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,160,250,1,0,0.64
2,2,14:15,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,13053,15000,1,0,0.87
2,2,14:15,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,12562,15000,1,0,0.837
2,2,14:15,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,191,250,1,0,0.764
2,2,14:15,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,221,250,1,0,0.884
2,2,14:30,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,12040,15000,1,0,0.803
2,2,14:30,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor1,14661,15000,1,0,0.977
2,2,14:30,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,188,250,1,0,0.752
2,2,14:30,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,224,250,1,0,0.896
2,2,14:45,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,14001,15000,1,0,0.933
2,2,14:45,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor1,13765,15000,1,0,0.918
2,2,14:45,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,208,250,1,0,0.832
2,2,14:45,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,250,250,1,0,1.0
2,2,15:00,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor2,12957,15000,1,0,0.864
2,2,15:00,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor1,11182,15000,1,0,0.745
2,2,15:00,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,244,250,1,0,0.976
2,2,15:00,MBA,MBA_2,Academic_Peak,MBA_Block,Floor2,217,250,1,0,0.868
2,2,15:15,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,14658,15000,1,0,0.977
2,2,15:15,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,11054,15000,1,0,0.737
2,2,15:15,MBA,MBA_1,Academic_Peak,MBA_Block,Floor2,255,250,1,0,1.02
2,2,15:15,MBA,MBA_2,Academic_Peak,MBA_Block,Floor1,162,250,1,0,0.648
2,2,15:30,Engineering,Tech_A,Academic_Peak,Tech_Class,Floor3,14697,15000,1,0,0.98
2,2,15:30,Engineering,Tech_B,Academic_Peak,Tech_Class,Floor3,12208,15000,1,0,0.814
2,2,15:30,MBA,MBA_1,Academic_Peak,MBA_Block,Floor1,199,250,1,0,0.796
