day_id,weekday,time_slot,year,batch,activity,building,floor,students_present,total_students_year,is_peak_hour,is_lunch_window,occupancy_ratio
1,1,08:30,3,2,lab,B,14,2682,6000,0,0,0.447
1,1,08:30,4,1,class,B,14,3035,7000,0,0,0.434
1,1,08:30,4,2,lab,B,12,3494,7000,0,0,0.499
1,1,08:40,1,1,class,A,13,4610,10000,0,0,0.461
1,1,08:40,1,2,lab,A,8,4354,10000,0,0,0.435
1,1,08:40,2,1,class,A,8,3531,8000,0,0,0.441
1,1,08:40,2,2,lab,A,3,3440,8000,0,0,0.43
1,1,08:40,3,1,class,B,13,2726,6000,0,0,0.454
1,1,08:40,3,2,lab,B,14,2970,6000,0,0,0.495
1,1,08:40,4,1,class,B,15,3049,7000,0,0,0.436
1,1,08:40,4,2,lab,B,8,3030,7000,0,0,0.433
1,1,08:50,1,1,class,A,2,4752,10000,0,0,0.475
1,1,08:50,1,2,lab,A,3,4864,10000,0,0,0.486
1,1,08:50,2,1,class,A,6,3751,8000,0,0,0.469
1,1,08:50,2,2,lab,A,5,3565,8000,0,0,0.446
1,1,08:50,3,1,class,B,6,2838,6000,0,0,0.473
1,1,08:50,3,2,lab,B,7,2986,6000,0,0,0.498
1,1,08:50,4,1,class,B,13,3392,7000,0,0,0.485
1,1,08:50,4,2,lab,B,6,3336,7000,0,0,0.477
1,1,09:00,1,1,class,A,8,4581,10000,0,0,0.458
1,1,09:00,1,2,lab,A,4,4451,10000,0,0,0.445
1,1,09:00,2,1,class,A,6,3634,8000,0,0,0.454
1,1,09:00,2,2,lab,A,13,3584,8000,0,0,0.448
1,1,09:00,3,1,class,B,3,2790,6000,0,0,0.465
1,1,09:00,3,2,lab,B,13,2557,6000,0,0,0.426
1,1,09:00,4,1,class,B,4,3488,7000,0,0,0.498
1,1,09:00,4,2,lab,B,1,3487,7000,0,0,0.498
1,1,09:10,1,1,class,A,13,4299,10000,0,0,0.43
1,1,09:10,1,2,lab,A,11,4604,10000,0,0,0.46
1,1,09:10,2,1,class,A,1,3488,8000,0,0,0.436
1,1,09:10,2,2,lab,A,9,3863,8000,0,0,0.483
1,1,09:10,3,1,class,B,12,2971,6000,0,0,0.495
1,1,09:10,3,2,lab,B,10,2977,6000,0,0,0.496
1,1,09:10,4,1,class,B,4,3021,7000,0,0,0.432
1,1,09:10,4,2,lab,B,11,2984,7000,0,0,0.426
1,1,09:20,1,1,class,A,15,4527,10000,0,0,0.453
1,1,09:20,1,2,lab,A,6,4845,10000,0,0,0.484
1,1,09:20,2,1,class,A,10,3889,8000,0,0,0.486
1,1,09:20,2,2,lab,A,3,3702,8000,0,0,0.463
1,1,09:20,3,1,class,B,15,2698,6000,0,0,0.45
1,1,09:20,3,2,lab,B,2,2560,6000,0,0,0.427
1,1,09:20,4,1,class,B,2,3197,7000,0,0,0.457
1,1,09:20,4,2,lab,B,3,2995,7000,0,0,0.428
1,1,09:30,1,1,class,A,9,4367,10000,0,0,0.437
1,1,09:30,1,2,lab,A,14,4692,10000,0,0,0.469
1,1,09:30,2,1,class,A,8,3654,8000,0,0,0.457
1,1,09:30,2,2,lab,A,7,3812,8000,0,0,0.476
1,1,09:30,3,1,class,B,13,2608,6000,0,0,0.435
1,1,09:30,3,2,lab,B,9,2876,6000,0,0,0.479
1,1,09:30,4,1,class,B,3,3368,7000,0,0,0.481
1,1,09:30,4,2,lab,B,12,3082,7000,0,0,0.44
1,1,09:40,1,1,class,A,1,4818,10000,0,0,0.482
1,1,09:40,1,2,lab,A,7,4406,10000,0,0,0.441
1,1,09:40,2,1,class,A,13,3524,8000,0,0,0.441
1,1,09:40,2,2,lab,A,6,3657,8000,0,0,0.457
1,1,09:40,3,1,class,B,5,2724,6000,0,0,0.454
1,1,09:40,3,2,lab,B,11,2715,6000,0,0,0.453
1,1,09:40,4,1,class,B,14,3110,7000,0,0,0.444
1,1,09:40,4,2,lab,B,4,3493,7000,0,0,0.499
1,1,09:50,1,1,class,A,2,4487,10000,0,0,0.449
1,1,09:50,1,2,lab,A,13,4812,10000,0,0,0.481
1,1,09:50,2,1,class,A,7,3562,8000,0,0,0.445
1,1,09:50,2,2,lab,A,3,3743,8000,0,0,0.468
1,1,09:50,3,1,class,B,8,2561,6000,0,0,0.427
1,1,09:50,3,2,lab,B,2,2600,6000,0,0,0.433
1,1,09:50,4,1,class,B,14,3195,7000,0,0,0.456
1,1,09:50,4,2,lab,B,1,3166,7000,0,0,0.452
1,1,10:00,1,1,class,A,15,4332,10000,1,0,0.433
1,1,10:00,1,2,lab,A,12,4803,10000,1,0,0.48
1,1,10:00,2,1,class,A,6,3546,8000,1,0,0.443
1,1,10:00,2,2,lab,A,4,3435,8000,1,0,0.429
1,1,10:00,3,1,class,B,11,2991,6000,1,0,0.498
1,1,10:00,3,2,lab,B,3,2866,6000,1,0,0.478
1,1,10:00,4,1,class,B,11,3292,7000,1,0,0.47
1,1,10:00,4,2,lab,B,2,3154,7000,1,0,0.451
1,1,10:10,1,1,class,A,11,4364,10000,1,0,0.436
1,1,10:10,1,2,lab,A,2,4527,10000,1,0,0.453
1,1,10:10,2,1,class,A,12,3464,8000,1,0,0.433
1,1,10:10,2,2,lab,A,2,3894,8000,1,0,0.487
1,1,10:10,3,1,class,B,10,2939,6000,1,0,0.49
1,1,10:10,3,2,lab,B,12,2558,6000,1,0,0.426
1,1,10:10,4,1,class,B,4,3122,7000,1,0,0.446
1,1,10:10,4,2,lab,B,8,3457,7000,1,0,0.494
1,1,10:20,1,1,class,A,7,4533,10000,1,0,0.453
1,1,10:20,1,2,lab,A,8,4863,10000,1,0,0.486
1,1,10:20,2,1,class,A,12,3585,8000,1,0,0.448
1,1,10:20,2,2,lab,A,10,3550,8000,1,0,0.444
1,1,10:20,3,1,class,B,4,2818,6000,1,0,0.47
1,1,10:20,3,2,lab,B,12,2712,6000,1,0,0.452
1,1,10:20,4,1,class,B,15,3041,7000,1,0,0.434
1,1,10:20,4,2,lab,B,12,3165,7000,1,0,0.452
1,1,10:30,1,1,class,A,4,4982,10000,1,0,0.498
1,1,10:30,1,2,lab,A,13,4613,10000,1,0,0.461
1,1,10:30,2,1,class,A,1,3401,8000,1,0,0.425
1,1,10:30,2,2,lab,A,5,3736,8000,1,0,0.467
1,1,10:30,3,1,class,B,7,2588,6000,1,0,0.431
1,1,10:30,3,2,lab,B,13,2747,6000,1,0,0.458
1,1,10:30,4,1,class,B,2,3391,7000,1,0,0.484
1,1,10:30,4,2,lab,B,12,3401,7000,1,0,0.486
1,1,10:40,1,1,class,A,5,4553,10000,1,0,0.455
1,1,10:40,1,2,lab,A,1,4698,10000,1,0,0.47
1,1,10:40,2,1,class,A,2,3852,8000,1,0,0.481
1,1,10:40,2,2,lab,A,15,3906,8000,1,0,0.488
1,1,10:40,3,1,class,B,15,2883,6000,1,0,0.48
1,1,10:40,3,2,lab,B,10,2711,6000,1,0,0.452
1,1,10:40,4,1,class,B,2,3149,7000,1,0,0.45
1,1,10:40,4,2,lab,B,8,3192,7000,1,0,0.456
1,1,10:50,1,1,class,A,9,4483,10000,1,0,0.448
1,1,10:50,1,2,lab,A,12,4343,10000,1,0,0.434
1,1,10:50,2,1,class,A,12,3873,8000,1,0,0.484
1,1,10:50,2,2,lab,A,3,3560,8000,1,0,0.445
1,1,10:50,3,1,class,B,14,2719,6000,1,0,0.453
1,1,10:50,3,2,lab,B,6,2872,6000,1,0,0.479
1,1,10:50,4,1,class,B,4,3451,7000,1,0,0.493
1,1,10:50,4,2,lab,B,3,3035,7000,1,0,0.434
1,1,11:00,1,1,class,A,13,4674,10000,1,0,0.467
1,1,11:00,1,2,lab,A,1,4959,10000,1,0,0.496
1,1,11:00,2,1,class,A,12,3409,8000,1,0,0.426
1,1,11:00,2,2,lab,A,12,3610,8000,1,0,0.451
1,1,11:00,3,1,class,B,8,2757,6000,1,0,0.46
1,1,11:00,3,2,lab,B,8,2998,6000,1,0,0.5
1,1,11:00,4,1,class,B,15,2994,7000,1,0,0.428
1,1,11:00,4,2,lab,B,14,3333,7000,1,0,0.476
1,1,11:10,1,1,class,A,8,4273,10000,1,0,0.427
1,1,11:10,1,2,class,A,4,4834,10000,1,0,0.483
1,1,11:10,2,1,class,A,11,3659,8000,1,0,0.457
1,1,11:10,2,2,class,A,12,3639,8000,1,0,0.455
1,1,11:10,3,1,class,B,7,2770,6000,1,0,0.462
1,1,11:10,3,2,class,B,11,2777,6000,1,0,0.463
1,1,11:10,4,1,class,B,5,3041,7000,1,0,0.434
1,1,11:10,4,2,class,B,2,3212,7000,1,0,0.459
1,1,11:20,1,1,class,A,7,4640,10000,1,0,0.464
1,1,11:20,1,2,class,A,14,4702,10000,1,0,0.47
1,1,11:20,2,1,class,A,6,3636,8000,1,0,0.455
1,1,11:20,2,2,class,A,1,3930,8000,1,0,0.491
1,1,11:20,3,1,class,B,12,2808,6000,1,0,0.468
1,1,11:20,3,2,class,B,13,2752,6000,1,0,0.459
1,1,11:20,4,1,class,B,8,3404,7000,1,0,0.486
1,1,11:20,4,2,class,B,1,3229,7000,1,0,0.461
1,1,11:30,1,1,class,A,14,4314,10000,1,0,0.431
1,1,11:30,1,2,class,A,4,4834,10000,1,0,0.483
1,1,11:30,2,1,class,A,6,3456,8000,1,0,0.432
1,1,11:30,2,2,class,A,1,3406,8000,1,0,0.426
1,1,11:30,3,1,class,B,13,2811,6000,1,0,0.469
1,1,11:30,3,2,class,B,6,2865,6000,1,0,0.477
1,1,11:30,4,1,class,B,9,3279,7000,1,0,0.468
1,1,11:30,4,2,class,B,10,3165,7000,1,0,0.452
1,1,11:40,1,1,class,A,3,4740,10000,1,0,0.474
1,1,11:40,1,2,class,A,10,4285,10000,1,0,0.428
1,1,11:40,2,1,class,A,4,3708,8000,1,0,0.464
1,1,11:40,2,2,class,A,9,3782,8000,1,0,0.473
1,1,11:40,3,1,class,B,10,2808,6000,1,0,0.468
1,1,11:40,3,2,class,B,15,2813,6000,1,0,0.469
1,1,11:40,4,1,class,B,15,3333,7000,1,0,0.476
1,1,11:40,4,2,class,B,13,3108,7000,1,0,0.444
1,1,11:50,1,1,class,A,4,4581,10000,1,0,0.458
1,1,11:50,1,2,class,A,7,4329,10000,1,0,0.433
1,1,11:50,2,1,class,A,13,3731,8000,1,0,0.466
1,1,11:50,2,2,class,A,8,3902,8000,1,0,0.488
1,1,11:50,3,1,class,B,14,2738,6000,1,0,0.456
1,1,11:50,3,2,class,B,4,2598,6000,1,0,0.433
1,1,11:50,4,1,class,B,3,2996,7000,1,0,0.428
1,1,11:50,4,2,class,B,6,3278,7000,1,0,0.468
1,1,12:00,1,1,class,A,11,4851,10000,1,0,0.485
1,1,12:00,1,2,class,A,2,4770,10000,1,0,0.477
1,1,12:00,2,1,class,A,6,3552,8000,1,0,0.444
1,1,12:00,2,2,class,A,7,3474,8000,1,0,0.434
1,1,12:00,3,1,class,B,2,2935,6000,1,0,0.489
1,1,12:00,3,2,class,B,5,2885,6000,1,0,0.481
1,1,12:00,4,1,class,B,15,3128,7000,1,0,0.447
1,1,12:00,4,2,class,B,11,3409,7000,1,0,0.487
1,1,12:10,1,1,class,A,4,4692,10000,1,0,0.469
1,1,12:10,1,2,class,A,12,4505,10000,1,0,0.451
1,1,12:10,2,1,class,A,6,3410,8000,1,0,0.426
1,1,12:10,2,2,class,A,8,3882,8000,1,0,0.485
1,1,12:10,3,1,class,B,1,2783,6000,1,0,0.464
1,1,12:10,3,2,class,B,4,2816,6000,1,0,0.469
1,1,12:10,4,1,class,B,3,3359,7000,1,0,0.48
1,1,12:10,4,2,class,B,8,3179,7000,1,0,0.454
1,1,12:20,1,1,class,A,4,4548,10000,1,1,0.455
1,1,12:20,1,2,class,A,2,4966,10000,1,1,0.497
1,1,12:20,2,1,class,A,14,3638,8000,1,1,0.455
1,1,12:20,2,2,class,A,9,3589,8000,1,1,0.449
1,1,12:20,3,1,class,B,1,2958,6000,1,1,0.493
1,1,12:20,3,2,class,B,4,2700,6000,1,1,0.45
1,1,12:20,4,1,class,B,3,3393,7000,1,1,0.485
1,1,12:20,4,2,class,B,4,3043,7000,1,1,0.435
1,1,12:30,1,1,class,A,5,4298,10000,1,1,0.43
1,1,12:30,1,2,class,A,10,4500,10000,1,1,0.45
1,1,12:30,2,1,class,A,7,3507,8000,1,1,0.438
1,1,12:30,2,2,class,A,15,3701,8000,1,1,0.463
1,1,12:30,3,1,class,B,11,2667,6000,1,1,0.445
1,1,12:30,3,2,class,B,9,2929,6000,1,1,0.488
1,1,12:30,4,1,class,B,13,3272,7000,1,1,0.467
1,1,12:30,4,2,class,B,9,3375,7000,1,1,0.482
1,1,12:40,1,1,class,A,2,4295,10000,1,1,0.429
1,1,12:40,1,2,class,A,5,4894,10000,1,1,0.489
1,1,12:40,2,1,class,A,6,3959,8000,1,1,0.495
1,1,12:40,2,2,class,A,2,3852,8000,1,1,0.481
1,1,12:40,3,1,class,B,2,2790,6000,1,1,0.465
1,1,12:40,3,2,class,B,11,2615,6000,1,1,0.436
1,1,12:40,4,1,class,B,11,3138,7000,1,1,0.448
1,1,12:40,4,2,class,B,2,3311,7000,1,1,0.473
1,1,12:50,1,1,class,A,11,4334,10000,1,1,0.433
1,1,12:50,1,2,class,A,13,4483,10000,1,1,0.448
1,1,12:50,2,1,class,A,10,3988,8000,1,1,0.498
1,1,12:50,2,2,class,A,14,3525,8000,1,1,0.441
1,1,12:50,3,1,class,B,5,2965,6000,1,1,0.494
1,1,12:50,3,2,class,B,8,2777,6000,1,1,0.463
1,1,12:50,4,1,class,B,15,3196,7000,1,1,0.457
1,1,12:50,4,2,class,B,12,3384,7000,1,1,0.483
1,1,13:00,1,1,class,A,5,4409,10000,1,1,0.441
1,1,13:00,1,2,class,A,5,4569,10000,1,1,0.457
1,1,13:00,2,1,class,A,13,3787,8000,1,1,0.473
1,1,13:00,2,2,class,A,3,3935,8000,1,1,0.492
1,1,13:00,3,1,class,B,1,2889,6000,1,1,0.481
1,1,13:00,3,2,class,B,1,2808,6000,1,1,0.468
1,1,13:00,4,1,class,B,14,3147,7000,1,1,0.45
1,1,13:00,4,2,class,B,9,3055,7000,1,1,0.436
1,1,13:10,1,1,class,A,13,4594,10000,1,1,0.459
1,1,13:10,1,2,class,A,8,4363,10000,1,1,0.436
1,1,13:10,2,1,class,A,14,3713,8000,1,1,0.464
1,1,13:10,2,2,class,A,1,3817,8000,1,1,0.477
1,1,13:10,3,1,class,B,9,2959,6000,1,1,0.493
1,1,13:10,3,2,class,B,12,2654,6000,1,1,0.442
1,1,13:10,4,1,class,B,10,3024,7000,1,1,0.432
1,1,13:10,4,2,class,B,8,3199,7000,1,1,0.457
1,1,13:20,1,1,class,A,5,4982,10000,1,1,0.498
1,1,13:20,1,2,class,A,8,4664,10000,1,1,0.466
1,1,13:20,2,1,class,A,12,3443,8000,1,1,0.43
1,1,13:20,2,2,class,A,14,3892,8000,1,1,0.486
1,1,13:20,3,1,class,B,4,2708,6000,1,1,0.451
1,1,13:20,3,2,class,B,7,2961,6000,1,1,0.493
1,1,13:20,4,1,class,B,10,3157,7000,1,1,0.451
1,1,13:20,4,2,class,B,15,3476,7000,1,1,0.497
1,1,13:30,1,1,lab,A,8,4771,10000,1,1,0.477
1,1,13:30,1,2,class,A,9,4388,10000,1,1,0.439
1,1,13:30,2,1,lab,A,2,3654,8000,1,1,0.457
1,1,13:30,2,2,class,A,13,3675,8000,1,1,0.459
1,1,13:30,3,1,lab,B,6,2739,6000,1,1,0.457
1,1,13:30,3,2,class,B,11,2796,6000,1,1,0.466
1,1,13:30,4,1,lab,B,9,3011,7000,1,1,0.43
1,1,13:30,4,2,class,B,14,3478,7000,1,1,0.497
1,1,13:40,1,1,lab,A,9,4798,10000,1,1,0.48
1,1,13:40,1,2,class,A,14,4778,10000,1,1,0.478
1,1,13:40,2,1,lab,A,13,3442,8000,1,1,0.43
1,1,13:40,2,2,class,A,5,3582,8000,1,1,0.448
1,1,13:40,3,1,lab,B,14,2822,6000,1,1,0.47
1,1,13:40,3,2,class,B,11,2671,6000,1,1,0.445
1,1,13:40,4,1,lab,B,9,3246,7000,1,1,0.464
1,1,13:40,4,2,class,B,4,3344,7000,1,1,0.478
1,1,13:50,1,1,lab,A,10,4726,10000,1,1,0.473
1,1,13:50,1,2,class,A,2,4709,10000,1,1,0.471
1,1,13:50,2,1,lab,A,6,3762,8000,1,1,0.47
1,1,13:50,2,2,class,A,14,3533,8000,1,1,0.442
1,1,13:50,3,1,lab,B,11,2696,6000,1,1,0.449
1,1,13:50,3,2,class,B,4,2602,6000,1,1,0.434
1,1,13:50,4,1,lab,B,4,3456,7000,1,1,0.494
1,1,13:50,4,2,class,B,10,3187,7000,1,1,0.455
1,1,14:00,1,1,lab,A,13,4693,10000,1,1,0.469
1,1,14:00,1,2,class,A,5,4264,10000,1,1,0.426
1,1,14:00,2,1,lab,A,10,3881,8000,1,1,0.485
1,1,14:00,2,2,class,A,13,3923,8000,1,1,0.49
1,1,14:00,3,1,lab,B,7,2807,6000,1,1,0.468
1,1,14:00,3,2,class,B,10,2682,6000,1,1,0.447
1,1,14:00,4,1,lab,B,2,3404,7000,1,1,0.486
1,1,14:00,4,2,class,B,4,3493,7000,1,1,0.499
1,1,14:10,1,1,lab,A,6,4504,10000,1,0,0.45
1,1,14:10,1,2,class,A,2,4446,10000,1,0,0.445
1,1,14:10,2,1,lab,A,15,3684,8000,1,0,0.461
1,1,14:10,2,2,class,A,3,3426,8000,1,0,0.428
1,1,14:10,3,1,lab,B,15,2747,6000,1,0,0.458
1,1,14:10,3,2,class,B,6,2781,6000,1,0,0.464
1,1,14:10,4,1,lab,B,6,3093,7000,1,0,0.442
1,1,14:10,4,2,class,B,14,3434,7000,1,0,0.491
1,1,14:20,1,1,lab,A,13,4487,10000,1,0,0.449
1,1,14:20,1,2,class,A,8,4900,10000,1,0,0.49
1,1,14:20,2,1,lab,A,15,3515,8000,1,0,0.439
1,1,14:20,2,2,class,A,7,3576,8000,1,0,0.447
1,1,14:20,3,1,lab,B,13,2953,6000,1,0,0.492
1,1,14:20,3,2,class,B,15,2744,6000,1,0,0.457
1,1,14:20,4,1,lab,B,11,3304,7000,1,0,0.472
1,1,14:20,4,2,class,B,6,3387,7000,1,0,0.484
1,1,14:30,1,1,lab,A,2,4602,10000,1,0,0.46
1,1,14:30,1,2,class,A,5,4584,10000,1,0,0.458
1,1,14:30,2,1,lab,A,9,3928,8000,1,0,0.491
1,1,14:30,2,2,class,A,15,3614,8000,1,0,0.452
1,1,14:30,3,1,lab,B,14,2898,6000,1,0,0.483
1,1,14:30,3,2,class,B,6,2863,6000,1,0,0.477
1,1,14:30,4,1,lab,B,11,3411,7000,1,0,0.487
1,1,14:30,4,2,class,B,4,3185,7000,1,0,0.455
1,1,14:40,1,1,lab,A,12,4458,10000,1,0,0.446
1,1,14:40,1,2,class,A,6,4320,10000,1,0,0.432
1,1,14:40,2,1,lab,A,15,3404,8000,1,0,0.425
1,1,14:40,2,2,class,A,6,3802,8000,1,0,0.475
1,1,14:40,3,1,lab,B,2,2832,6000,1,0,0.472
1,1,14:40,3,2,class,B,5,2711,6000,1,0,0.452
1,1,14:40,4,1,lab,B,2,3333,7000,1,0,0.476
1,1,14:40,4,2,class,B,6,3256,7000,1,0,0.465
1,1,14:50,1,1,lab,A,11,4927,10000,1,0,0.493
1,1,14:50,1,2,class,A,3,4697,10000,1,0,0.47
1,1,14:50,2,1,lab,A,15,3885,8000,1,0,0.486
1,1,14:50,2,2,class,A,1,3627,8000,1,0,0.453
1,1,14:50,3,1,lab,B,15,2776,6000,1,0,0.463
1,1,14:50,3,2,class,B,3,2600,6000,1,0,0.433
1,1,14:50,4,1,lab,B,13,3146,7000,1,0,0.449
1,1,14:50,4,2,class,B,11,3196,7000,1,0,0.457
1,1,15:00,1,1,lab,A,14,4854,10000,0,0,0.485
1,1,15:00,1,2,class,A,14,4316,10000,0,0,0.432
1,1,15:00,2,1,lab,A,6,3665,8000,0,0,0.458
1,1,15:00,2,2,class,A,11,3405,8000,0,0,0.426
1,1,15:00,3,1,lab,B,8,2786,6000,0,0,0.464
1,1,15:00,3,2,class,B,8,2759,6000,0,0,0.46
1,1,15:00,4,1,lab,B,6,3437,7000,0,0,0.491
1,1,15:00,4,2,class,B,14,3287,7000,0,0,0.47
1,1,15:10,1,1,lab,A,14,4375,10000,0,0,0.438
1,1,15:10,1,2,class,A,13,4517,10000,0,0,0.452
1,1,15:10,2,1,lab,A,8,3853,8000,0,0,0.482
1,1,15:10,2,2,class,A,8,3481,8000,0,0,0.435
1,1,15:10,3,1,lab,B,3,2704,6000,0,0,0.451
1,1,15:10,3,2,class,B,9,2632,6000,0,0,0.439
1,1,15:10,4,1,lab,B,14,3454,7000,0,0,0.493
1,1,15:10,4,2,class,B,1,3385,7000,0,0,0.484
1,1,15:20,1,1,lab,A,7,4424,10000,0,0,0.442
1,1,15:20,1,2,class,A,7,4510,10000,0,0,0.451
1,1,15:20,2,1,lab,A,7,3566,8000,0,0,0.446
1,1,15:20,2,2,class,A,6,3499,8000,0,0,0.437
1,1,15:20,3,1,lab,B,7,2618,6000,0,0,0.436
1,1,15:20,3,2,class,B,3,2604,6000,0,0,0.434
1,1,15:20,4,1,lab,B,5,3049,7000,0,0,0.436
1,1,15:20,4,2,class,B,7,3163,7000,0,0,0.452
1,1,15:30,1,1,lab,A,5,4363,10000,0,0,0.436
1,1,15:30,1,2,class,A,5,4352,10000,0,0,0.435
1,1,15:30,2,1,lab,A,2,3763,8000,0,0,0.47
1,1,15:30,2,2,class,A,8,3635,8000,0,0,0.454
1,1,15:30,3,1,lab,B,8,2891,6000,0,0,0.482
1,1,15:30,3,2,class,B,11,2961,6000,0,0,0.493
1,1,15:30,4,1,lab,B,5,3011,7000,0,0,0.43
1,1,15:30,4,2,class,B,14,3266,7000,0,0,0.467
1,1,15:40,1,1,lab,A,3,4275,10000,0,0,0.427
1,1,15:40,1,2,class,A,11,4795,10000,0,0,0.479
1,1,15:40,2,1,lab,A,2,3531,8000,0,0,0.441
1,1,15:40,2,2,class,A,10,3470,8000,0,0,0.434
1,1,15:40,3,1,lab,B,7,2995,6000,0,0,0.499
1,1,15:40,3,2,class,B,14,2594,6000,0,0,0.432
1,1,15:40,4,1,lab,B,1,3027,7000,0,0,0.432
1,1,15:40,4,2,class,B,9,2993,7000,0,0,0.428
1,1,15:50,1,1,lab,A,13,4320,10000,0,0,0.432
1,1,15:50,1,2,class,A,1,4351,10000,0,0,0.435
1,1,15:50,2,1,lab,A,10,3978,8000,0,0,0.497
1,1,15:50,2,2,class,A,10,3955,8000,0,0,0.494
1,1,15:50,3,1,lab,B,10,2603,6000,0,0,0.434
1,1,15:50,3,2,class,B,9,2678,6000,0,0,0.446
1,1,15:50,4,1,lab,B,8,3312,7000,0,0,0.473
1,1,15:50,4,2,class,B,14,3100,7000,0,0,0.443
1,1,16:00,1,1,lab,A,1,4634,10000,0,0,0.463
1,1,16:00,1,2,class,A,12,4442,10000,0,0,0.444
1,1,16:00,2,1,lab,A,15,3928,8000,0,0,0.491
1,1,16:00,2,2,class,A,4,3982,8000,0,0,0.498
1,1,16:00,3,1,lab,B,7,2862,6000,0,0,0.477
1,1,16:00,3,2,class,B,8,2855,6000,0,0,0.476
1,1,16:00,4,1,lab,B,12,3457,7000,0,0,0.494
1,1,16:00,4,2,class,B,13,3226,7000,0,0,0.461
1,1,16:10,1,1,lab,A,15,4460,10000,0,0,0.446
1,1,16:10,1,2,class,A,1,4533,10000,0,0,0.453
1,1,16:10,2,1,lab,A,1,3435,8000,0,0,0.429
1,1,16:10,2,2,class,A,9,3455,8000,0,0,0.432
1,1,16:10,3,1,lab,B,2,2742,6000,0,0,0.457
1,1,16:10,3,2,class,B,2,2722,6000,0,0,0.454
1,1,16:10,4,1,lab,B,1,3403,7000,0,0,0.486
1,1,16:10,4,2,class,B,8,3084,7000,0,0,0.441
1,1,16:20,1,1,lab,A,13,4478,10000,0,0,0.448
1,1,16:20,1,2,class,A,9,4914,10000,0,0,0.491
1,1,16:20,2,1,lab,A,5,3990,8000,0,0,0.499
1,1,16:20,2,2,class,A,12,3418,8000,0,0,0.427
1,1,16:20,3,1,lab,B,5,2599,6000,0,0,0.433
1,1,16:20,3,2,class,B,7,2868,6000,0,0,0.478
1,1,16:20,4,1,lab,B,2,3376,7000,0,0,0.482
1,1,16:20,4,2,class,B,3,3274,7000,0,0,0.468
1,1,16:30,1,1,lab,A,1,4290,10000,0,0,0.429
1,1,16:30,1,2,class,A,5,4526,10000,0,0,0.453
1,1,16:30,2,1,lab,A,6,3648,8000,0,0,0.456
1,1,16:30,2,2,class,A,7,3863,8000,0,0,0.483
1,1,16:30,3,1,lab,B,8,2839,6000,0,0,0.473
1,1,16:30,3,2,class,B,2,2638,6000,0,0,0.44
1,1,16:30,4,1,lab,B,7,3160,7000,0,0,0.451
1,1,16:30,4,2,class,B,8,3014,7000,0,0,0.431
1,1,16:40,1,1,lab,A,10,4894,10000,0,0,0.489
1,1,16:40,1,2,class,A,6,4787,10000,0,0,0.479
1,1,16:40,2,1,lab,A,2,3556,8000,0,0,0.445
1,1,16:40,2,2,class,A,4,3417,8000,0,0,0.427
1,1,16:40,3,1,lab,B,14,2695,6000,0,0,0.449
1,1,16:40,3,2,class,B,10,2777,6000,0,0,0.463
1,1,16:40,4,1,lab,B,4,3150,7000,0,0,0.45
1,1,16:40,4,2,class,B,9,3022,7000,0,0,0.432
1,1,16:50,1,1,lab,A,11,4490,10000,0,0,0.449
1,1,16:50,1,2,class,A,3,4483,10000,0,0,0.448
1,1,16:50,2,1,lab,A,14,3805,8000,0,0,0.476
1,1,16:50,2,2,class,A,8,3555,8000,0,0,0.444
