timestamp,stop_id,demand
2026-02-18 09:00:00,Cafeteria,50
2026-02-18 09:00:00,DeptA,42
2026-02-18 10:00:00,Gate1,14
2026-02-18 10:00:00,Library,15
2026-02-18 10:00:00,Hostel,19
2026-02-18 10:00:00,Cafeteria,14
2026-02-18 10:00:00,DeptA,14
2026-02-18 11:00:00,Gate1,5
2026-02-18 11:00:00,Library,25
2026-02-18 11:00:00,Hostel,18
2026-02-18 11:00:00,Cafeteria,28
2026-02-18 11:00:00,DeptA,17
2026-02-18 12:00:00,Gate1,25
2026-02-18 12:00:00,Library,15
2026-02-18 12:00:00,Hostel,9
2026-02-18 12:00:00,Cafeteria,29
2026-02-18 12:00:00,DeptA,25
2026-02-18 13:00:00,Gate1,17
2026-02-18 13:00:00,Library,9
2026-02-18 13:00:00,Hostel,25
2026-02-18 13:00:00,Cafeteria,18
2026-02-18 13:00:00,DeptA,16
2026-02-18 14:00:00,Gate1,19
2026-02-18 14:00:00,Library,9
2026-02-18 14:00:00,Hostel,24
2026-02-18 14:00:00,Cafeteria,14
2026-02-18 14:00:00,DeptA,12
2026-02-18 15:00:00,Gate1,19
2026-02-18 15:00:00,Library,23
2026-02-18 15:00:00,Hostel,23
2026-02-18 15:00:00,Cafeteria,19
2026-02-18 15:00:00,DeptA,16
2026-02-18 16:00:00,Gate1,25
2026-02-18 16:00:00,Library,21
2026-02-18 16:00:00,Hostel,13
2026-02-18 16:00:00,Cafeteria,24
2026-02-18 16:00:00,DeptA,16
2026-02-18 17:00:00,Gate1,50
2026-02-18 17:00:00,Library,20
2026-02-18 17:00:00,Hostel,20
2026-02-18 17:00:00,Cafeteria,50
2026-02-18 17:00:00,DeptA,36
2026-02-18 18:00:00,Gate1,24
2026-02-18 18:00:00,Library,18
2026-02-18 18:00:00,Hostel,23
2026-02-18 18:00:00,Cafeteria,20
2026-02-18 18:00:00,DeptA,14
2026-02-18 19:00:00,Gate1,27
2026-02-18 19:00:00,Library,28
2026-02-18 19:00:00,Hostel,21
2026-02-18 19:00:00,Cafeteria,24
2026-02-18 19:00:00,DeptA,15
2026-02-18 20:00:00,Gate1,8
2026-02-18 20:00:00,Library,24
2026-02-18 20:00:00,Hostel,19
2026-02-18 20:00:00,Cafeteria,20
2026-02-18 20:00:00,DeptA,11
2026-02-18 21:00:00,Gate1,9
2026-02-18 21:00:00,Library,7
2026-02-18 21:00:00,Hostel,28
2026-02-18 21:00:00,Cafeteria,18
2026-02-18 21:00:00,DeptA,16
2026-02-19 08:00:00,Gate1,13
2026-02-19 08:00:00,Library,10
2026-02-19 08:00:00,Hostel,27
2026-02-19 08:00:00,Cafeteria,26
2026-02-19 08:00:00,DeptA,22
2026-02-19 09:00:00,Gate1,52
2026-02-19 09:00:00,Library,30
2026-02-19 09:00:00,Hostel,84
2026-02-19 09:00:00,Cafeteria,20
2026-02-19 09:00:00,DeptA,56
2026-02-19 10:00:00,Gate1,16
2026-02-19 10:00:00,Library,19
2026-02-19 10:00:00,Hostel,15
2026-02-19 10:00:00,Cafeteria,28
2026-02-19 10:00:00,DeptA,28
2026-02-19 11:00:00,Gate1,7
2026-02-19 11:00:00,Library,13
2026-02-19 11:00:00,Hostel,16
2026-02-19 11:00:00,Cafeteria,5
2026-02-19 11:00:00,DeptA,21
2026-02-19 12:00:00,Gate1,28
2026-02-19 12:00:00,Library,27
2026-02-19 12:00:00,Hostel,17
2026-02-19 12:00:00,Cafeteria,15
2026-02-19 12:00:00,DeptA,14
2026-02-19 13:00:00,Gate1,7
2026-02-19 13:00:00,Library,22
2026-02-19 13:00:00,Hostel,11
2026-02-19 13:00:00,Cafeteria,13
2026-02-19 13:00:00,DeptA,28
2026-02-19 14:00:00,Gate1,27
2026-02-19 14:00:00,Library,25
2026-02-19 14:00:00,Hostel,29
2026-02-19 14:00:00,Cafeteria,27
2026-02-19 14:00:00,DeptA,9
2026-02-19 15:00:00,Gate1,21
2026-02-19 15:00:00,Library,22
2026-02-19 15:00:00,Hostel,18
2026-02-19 15:00:00,Cafeteria,29
2026-02-19 15:00:00,DeptA,16
2026-02-19 16:00:00,Gate1,5
2026-02-19 16:00:00,Library,9
2026-02-19 16:00:00,Hostel,13
2026-02-19 16:00:00,Cafeteria,8
2026-02-19 16:00:00,DeptA,7
2026-02-19 17:00:00,Gate1,40
2026-02-19 17:00:00,Library,56
2026-02-19 17:00:00,Hostel,56
2026-02-19 17:00:00,Cafeteria,50
2026-02-19 17:00:00,DeptA,72
2026-02-19 18:00:00,Gate1,17
2026-02-19 18:00:00,Library,6
2026-02-19 18:00:00,Hostel,14
2026-02-19 18:00:00,Cafeteria,11
2026-02-19 18:00:00,DeptA,26
2026-02-19 19:00:00,Gate1,11
2026-02-19 19:00:00,Library,20
2026-02-19 19:00:00,Hostel,16
2026-02-19 19:00:00,Cafeteria,5
2026-02-19 19:00:00,DeptA,17
2026-02-19 20:00:00,Gate1,7
2026-02-19 20:00:00,Library,27
2026-02-19 20:00:00,Hostel,28
2026-02-19 20:00:00,Cafeteria,9
2026-02-19 20:00:00,DeptA,11
2026-02-19 21:00:00,Gate1,15
2026-02-19 21:00:00,Library,26
2026-02-19 21:00:00,Hostel,12
2026-02-19 21:00:00,Cafeteria,18
2026-02-19 21:00:00,DeptA,22
2026-02-20 08:00:00,Gate1,29
2026-02-20 08:00:00,Library,5
2026-02-20 08:00:00,Hostel,28
2026-02-20 08:00:00,Cafeteria,20
2026-02-20 08:00:00,DeptA,7
2026-02-20 09:00:00,Gate1,28
2026-02-20 09:00:00,Library,44
2026-02-20 09:00:00,Hostel,24
2026-02-20 09:00:00,Cafeteria,30
2026-02-20 09:00:00,DeptA,20
2026-02-20 10:00:00,Gate1,8
2026-02-20 10:00:00,Library,26
2026-02-20 10:00:00,Hostel,13
2026-02-20 10:00:00,Cafeteria,9
2026-02-20 10:00:00,DeptA,14
2026-02-20 11:00:00,Gate1,7
2026-02-20 11:00:00,Library,15
2026-02-20 11:00:00,Hostel,21
2026-02-20 11:00:00,Cafeteria,21
2026-02-20 11:00:00,DeptA,26
2026-02-20 12:00:00,Gate1,14
2026-02-20 12:00:00,Library,19
2026-02-20 12:00:00,Hostel,11
2026-02-20 12:00:00,Cafeteria,17
2026-02-20 12:00:00,DeptA,8
2026-02-20 13:00:00,Gate1,22
2026-02-20 13:00:00,Library,24
2026-02-20 13:00:00,Hostel,17
2026-02-20 13:00:00,Cafeteria,14
2026-02-20 13:00:00,DeptA,21
2026-02-20 14:00:00,Gate1,21
2026-02-20 14:00:00,Library,17
2026-02-20 14:00:00,Hostel,16
2026-02-20 14:00:00,Cafeteria,21
2026-02-20 14:00:00,DeptA,9
2026-02-20 15:00:00,Gate1,21
2026-02-20 15:00:00,Library,20
2026-02-20 15:00:00,Hostel,18
2026-02-20 15:00:00,Cafeteria,26
2026-02-20 15:00:00,DeptA,9
2026-02-20 16:00:00,Gate1,10
2026-02-20 16:00:00,Library,24
2026-02-20 16:00:00,Hostel,19
2026-02-20 16:00:00,Cafeteria,15
2026-02-20 16:00:00,DeptA,25
2026-02-20 17:00:00,Gate1,40
2026-02-20 17:00:00,Library,54
2026-02-20 17:00:00,Hostel,58
2026-02-20 17:00:00,Cafeteria,18
2026-02-20 17:00:00,DeptA,51
2026-02-20 18:00:00,Gate1,20
2026-02-20 18:00:00,Library,28
2026-02-20 18:00:00,Hostel,16
2026-02-20 18:00:00,Cafeteria,17
2026-02-20 18:00:00,DeptA,15
2026-02-20 19:00:00,Gate1,17
2026-02-20 19:00:00,Library,10
2026-02-20 19:00:00,Hostel,29
2026-02-20 19:00:00,Cafeteria,10
2026-02-20 19:00:00,DeptA,22
2026-02-20 20:00:00,Gate1,25
2026-02-20 20:00:00,Library,22
2026-02-20 20:00:00,Hostel,18
2026-02-20 20:00:00,Cafeteria,9
2026-02-20 20:00:00,DeptA,15
2026-02-20 21:00:00,Gate1,21
2026-02-20 21:00:00,Library,10
2026-02-20 21:00:00,Hostel,10
2026-02-20 21:00:00,Cafeteria,19
2026-02-20 21:00:00,DeptA,14
2026-02-21 08:00:00,Gate1,14
2026-02-21 08:00:00,Library,22
2026-02-21 08:00:00,Hostel,28
2026-02-21 08:00:00,Cafeteria,14
2026-02-21 08:00:00,DeptA,26
2026-02-21 09:00:00,Gate1,42
2026-02-21 09:00:00,Library,18
2026-02-21 09:00:00,Hostel,63
2026-02-21 09:00:00,Cafeteria,56
2026-02-21 09:00:00,DeptA,38
2026-02-21 10:00:00,Gate1,29
2026-02-21 10:00:00,Library,18
2026-02-21 10:00:00,Hostel,16
2026-02-21 10:00:00,Cafeteria,5
2026-02-21 10:00:00,DeptA,28
2026-02-21 11:00:00,Gate1,28
2026-02-21 11:00:00,Library,5
2026-02-21 11:00:00,Hostel,22
2026-02-21 11:00:00,Cafeteria,9
2026-02-21 11:00:00,DeptA,27
2026-02-21 12:00:00,Gate1,23
2026-02-21 12:00:00,Library,10
2026-02-21 12:00:00,Hostel,18
2026-02-21 12:00:00,Cafeteria,17
2026-02-21 12:00:00,DeptA,22
2026-02-21 13:00:00,Gate1,16
2026-02-21 13:00:00,Library,13
2026-02-21 13:00:00,Hostel,19
2026-02-21 13:00:00,Cafeteria,8
2026-02-21 13:00:00,DeptA,21
2026-02-21 14:00:00,Gate1,27
2026-02-21 14:00:00,Library,10
2026-02-21 14:00:00,Hostel,15
2026-02-21 14:00:00,Cafeteria,17
2026-02-21 14:00:00,DeptA,27
2026-02-21 15:00:00,Gate1,22
2026-02-21 15:00:00,Library,7
2026-02-21 15:00:00,Hostel,9
2026-02-21 15:00:00,Cafeteria,20
2026-02-21 15:00:00,DeptA,13
2026-02-21 16:00:00,Gate1,7
2026-02-21 16:00:00,Library,28
2026-02-21 16:00:00,Hostel,17
2026-02-21 16:00:00,Cafeteria,15
2026-02-21 16:00:00,DeptA,28
2026-02-21 17:00:00,Gate1,10
2026-02-21 17:00:00,Library,38
2026-02-21 17:00:00,Hostel,50
2026-02-21 17:00:00,Cafeteria,34
2026-02-21 17:00:00,DeptA,78
2026-02-21 18:00:00,Gate1,13
2026-02-21 18:00:00,Library,7
2026-02-21 18:00:00,Hostel,9
2026-02-21 18:00:00,Cafeteria,21
2026-02-21 18:00:00,DeptA,13
2026-02-21 19:00:00,Gate1,17
2026-02-21 19:00:00,Library,20
2026-02-21 19:00:00,Hostel,13
2026-02-21 19:00:00,Cafeteria,14
2026-02-21 19:00:00,DeptA,27
2026-02-21 20:00:00,Gate1,15
2026-02-21 20:00:00,Library,24
2026-02-21 20:00:00,Hostel,26
2026-02-21 20:00:00,Cafeteria,28
2026-02-21 20:00:00,DeptA,23
2026-02-21 21:00:00,Gate1,28
2026-02-21 21:00:00,Library,13
2026-02-21 21:00:00,Hostel,6
2026-02-21 21:00:00,Cafeteria,8
2026-02-21 21:00:00,DeptA,8
2026-02-22 08:00:00,Gate1,16
2026-02-22 08:00:00,Library,20
2026-02-22 08:00:00,Hostel,13
2026-02-22 08:00:00,Cafeteria,25
2026-02-22 08:00:00,DeptA,6
2026-02-22 09:00:00,Gate1,28
2026-02-22 09:00:00,Library,24
2026-02-22 09:00:00,Hostel,45
2026-02-22 09:00:00,Cafeteria,24
2026-02-22 09:00:00,DeptA,46
2026-02-22 10:00:00,Gate1,5
2026-02-22 10:00:00,Library,8
2026-02-22 10:00:00,Hostel,6
2026-02-22 10:00:00,Cafeteria,8
2026-02-22 10:00:00,DeptA,20
2026-02-22 11:00:00,Gate1,10
2026-02-22 11:00:00,Library,8
2026-02-22 11:00:00,Hostel,21
2026-02-22 11:00:00,Cafeteria,11
2026-02-22 11:00:00,DeptA,26
2026-02-22 12:00:00,Gate1,6
2026-02-22 12:00:00,Library,14
2026-02-22 12:00:00,Hostel,15
2026-02-22 12:00:00,Cafeteria,29
2026-02-22 12:00:00,DeptA,23
2026-02-22 13:00:00,Gate1,28
2026-02-22 13:00:00,Library,13
2026-02-22 13:00:00,Hostel,13
2026-02-22 13:00:00,Cafeteria,19
2026-02-22 13:00:00,DeptA,7
2026-02-22 14:00:00,Gate1,12
2026-02-22 14:00:00,Library,25
2026-02-22 14:00:00,Hostel,26
2026-02-22 14:00:00,Cafeteria,27
2026-02-22 14:00:00,DeptA,25
2026-02-22 15:00:00,Gate1,19
2026-02-22 15:00:00,Library,25
2026-02-22 15:00:00,Hostel,18
2026-02-22 15:00:00,Cafeteria,16
2026-02-22 15:00:00,DeptA,20
2026-02-22 16:00:00,Gate1,15
2026-02-22 16:00:00,Library,24
2026-02-22 16:00:00,Hostel,14
2026-02-22 16:00:00,Cafeteria,18
2026-02-22 16:00:00,DeptA,28
2026-02-22 17:00:00,Gate1,16
2026-02-22 17:00:00,Library,40
2026-02-22 17:00:00,Hostel,16
2026-02-22 17:00:00,Cafeteria,42
2026-02-22 17:00:00,DeptA,21
2026-02-22 18:00:00,Gate1,26
2026-02-22 18:00:00,Library,18
2026-02-22 18:00:00,Hostel,18
2026-02-22 18:00:00,Cafeteria,28
2026-02-22 18:00:00,DeptA,29
2026-02-22 19:00:00,Gate1,19
2026-02-22 19:00:00,Library,20
2026-02-22 19:00:00,Hostel,19
2026-02-22 19:00:00,Cafeteria,23
2026-02-22 19:00:00,DeptA,6
2026-02-22 20:00:00,Gate1,25
2026-02-22 20:00:00,Library,29
2026-02-22 20:00:00,Hostel,23
2026-02-22 20:00:00,Cafeteria,23
2026-02-22 20:00:00,DeptA,18
2026-02-22 21:00:00,Gate1,14
2026-02-22 21:00:00,Library,19
2026-02-22 21:00:00,Hostel,11
2026-02-22 21:00:00,Cafeteria,20
2026-02-22 21:00:00,DeptA,23
