timestamp,zone_id,hour_of_day,day_of_week,event_flag,weather_flag,density
2026-01-24 08:00:00,HostelArea,8,5,0,1,12
2026-01-24 08:00:00,MainBlock,8,5,0,1,22
2026-01-24 09:00:00,Library,9,5,0,1,21
2026-01-24 09:00:00,Gate3,9,5,0,1,30
2026-01-24 09:00:00,Cafeteria,9,5,0,1,15
2026-01-24 09:00:00,HostelArea,9,5,0,1,20
2026-01-24 09:00:00,MainBlock,9,5,0,1,15
2026-01-24 10:00:00,Library,10,5,0,1,17
2026-01-24 10:00:00,Gate3,10,5,0,1,17
2026-01-24 10:00:00,Cafeteria,10,5,0,1,14
2026-01-24 10:00:00,HostelArea,10,5,0,1,16
2026-01-24 10:00:00,MainBlock,10,5,0,1,19
2026-01-24 11:00:00,Library,11,5,0,1,14
2026-01-24 11:00:00,Gate3,11,5,0,1,18
2026-01-24 11:00:00,Cafeteria,11,5,0,1,12
2026-01-24 11:00:00,HostelArea,11,5,0,1,16
2026-01-24 11:00:00,MainBlock,11,5,0,1,11
2026-01-24 12:00:00,Library,12,5,0,1,30
2026-01-24 12:00:00,Gate3,12,5,0,1,20
2026-01-24 12:00:00,Cafeteria,12,5,0,1,32
2026-01-24 12:00:00,HostelArea,12,5,0,1,22
2026-01-24 12:00:00,MainBlock,12,5,0,1,26
2026-01-24 13:00:00,Library,13,5,0,1,30
2026-01-24 13:00:00,Gate3,13,5,0,1,26
2026-01-24 13:00:00,Cafeteria,13,5,0,1,26
2026-01-24 13:00:00,HostelArea,13,5,0,1,37
2026-01-24 13:00:00,MainBlock,13,5,0,1,26
2026-01-24 14:00:00,Library,14,5,0,1,34
2026-01-24 14:00:00,Gate3,14,5,0,1,27
2026-01-24 14:00:00,Cafeteria,14,5,0,1,41
2026-01-24 14:00:00,HostelArea,14,5,0,1,27
2026-01-24 14:00:00,MainBlock,14,5,0,1,27
2026-01-24 15:00:00,Library,15,5,0,1,16
2026-01-24 15:00:00,Gate3,15,5,0,1,19
2026-01-24 15:00:00,Cafeteria,15,5,0,1,14
2026-01-24 15:00:00,HostelArea,15,5,0,1,16
2026-01-24 15:00:00,MainBlock,15,5,0,1,18
2026-01-24 16:00:00,Library,16,5,0,1,11
2026-01-24 16:00:00,Gate3,16,5,0,1,14
2026-01-24 16:00:00,Cafeteria,16,5,0,1,22
2026-01-24 16:00:00,HostelArea,16,5,0,1,17
2026-01-24 16:00:00,MainBlock,16,5,0,1,16
2026-01-24 17:00:00,Library,17,5,0,1,27
2026-01-24 17:00:00,Gate3,17,5,0,1,47
2026-01-24 17:00:00,Cafeteria,17,5,0,1,25
2026-01-24 17:00:00,HostelArea,17,5,0,1,24
2026-01-24 17:00:00,MainBlock,17,5,0,1,28
2026-01-24 18:00:00,Library,18,5,0,1,24
2026-01-24 18:00:00,Gate3,18,5,0,1,36
2026-01-24 18:00:00,Cafeteria,18,5,0,1,34
2026-01-24 18:00:00,HostelArea,18,5,0,1,21
2026-01-24 18:00:00,MainBlock,18,5,0,1,31
2026-01-24 19:00:00,Library,19,5,0,1,4
2026-01-24 19:00:00,Gate3,19,5,0,1,6
2026-01-24 19:00:00,Cafeteria,19,5,0,1,5
2026-01-24 19:00:00,HostelArea,19,5,0,1,4
2026-01-24 19:00:00,MainBlock,19,5,0,1,3
2026-01-24 20:00:00,Library,20,5,0,1,6
2026-01-24 20:00:00,Gate3,20,5,0,1,5
2026-01-24 20:00:00,Cafeteria,20,5,0,1,5
2026-01-24 20:00:00,HostelArea,20,5,0,1,4
2026-01-24 20:00:00,MainBlock,20,5,0,1,7
2026-01-24 21:00:00,Library,21,5,0,1,4
2026-01-24 21:00:00,Gate3,21,5,0,1,5
2026-01-24 21:00:00,Cafeteria,21,5,0,1,4
2026-01-24 21:00:00,HostelArea,21,5,0,1,6
2026-01-24 21:00:00,MainBlock,21,5,0,1,4
2026-01-24 22:00:00,Library,22,5,0,1,7
2026-01-24 22:00:00,Gate3,22,5,0,1,5
2026-01-24 22:00:00,Cafeteria,22,5,0,1,3
2026-01-24 22:00:00,HostelArea,22,5,0,1,5
2026-01-24 22:00:00,MainBlock,22,5,0,1,5
2026-01-24 23:00:00,Library,23,5,0,1,10
2026-01-24 23:00:00,Gate3,23,5,0,1,6
2026-01-24 23:00:00,Cafeteria,23,5,0,1,4
2026-01-24 23:00:00,HostelArea,23,5,0,1,3
2026-01-24 23:00:00,MainBlock,23,5,0,1,6
2026-01-25 00:00:00,Library,0,6,0,0,7
2026-01-25 00:00:00,Gate3,0,6,0,0,8
2026-01-25 00:00:00,Cafeteria,0,6,0,0,5
2026-01-25 00:00:00,HostelArea,0,6,0,0,5
2026-01-25 00:00:00,MainBlock,0,6,0,0,7
2026-01-25 01:00:00,Library,1,6,0,0,10
2026-01-25 01:00:00,Gate3,1,6,0,0,8
2026-01-25 01:00:00,Cafeteria,1,6,0,0,4
2026-01-25 01:00:00,HostelArea,1,6,0,0,7
2026-01-25 01:00:00,MainBlock,1,6,0,0,4
2026-01-25 02:00:00,Library,2,6,0,0,10
2026-01-25 02:00:00,Gate3,2,6,0,0,8
2026-01-25 02:00:00,Cafeteria,2,6,0,0,6
2026-01-25 02:00:00,HostelArea,2,6,0,0,7
2026-01-25 02:00:00,MainBlock,2,6,0,0,7
2026-01-25 03:00:00,Library,3,6,0,0,7
2026-01-25 03:00:00,Gate3,3,6,0,0,5
2026-01-25 03:00:00,Cafeteria,3,6,0,0,9
2026-01-25 03:00:00,HostelArea,3,6,0,0,6
2026-01-25 03:00:00,MainBlock,3,6,0,0,6
2026-01-25 04:00:00,Library,4,6,0,0,6
2026-01-25 04:00:00,Gate3,4,6,0,0,10
2026-01-25 04:00:00,Cafeteria,4,6,0,0,8
2026-01-25 04:00:00,HostelArea,4,6,0,0,8
2026-01-25 04:00:00,MainBlock,4,6,0,0,7
2026-01-25 05:00:00,Library,5,6,0,0,7
2026-01-25 05:00:00,Gate3,5,6,0,0,8
2026-01-25 05:00:00,Cafeteria,5,6,0,0,6
2026-01-25 05:00:00,HostelArea,5,6,0,0,7
2026-01-25 05:00:00,MainBlock,5,6,0,0,6
2026-01-25 06:00:00,Library,6,6,0,0,9
2026-01-25 06:00:00,Gate3,6,6,0,0,10
2026-01-25 06:00:00,Cafeteria,6,6,0,0,9
2026-01-25 06:00:00,HostelArea,6,6,0,0,7
2026-01-25 06:00:00,MainBlock,6,6,0,0,10
2026-01-25 07:00:00,Library,7,6,0,0,9
2026-01-25 07:00:00,Gate3,7,6,0,0,8
2026-01-25 07:00:00,Cafeteria,7,6,0,0,8
2026-01-25 07:00:00,HostelArea,7,6,0,0,7
2026-01-25 07:00:00,MainBlock,7,6,0,0,7
2026-01-25 08:00:00,Library,8,6,0,0,32
2026-01-25 08:00:00,Gate3,8,6,0,0,16
2026-01-25 08:00:00,Cafeteria,8,6,0,0,28
2026-01-25 08:00:00,HostelArea,8,6,0,0,33
2026-01-25 08:00:00,MainBlock,8,6,0,0,25
2026-01-25 09:00:00,Library,9,6,0,0,21
2026-01-25 09:00:00,Gate3,9,6,0,0,34
2026-01-25 09:00:00,Cafeteria,9,6,0,0,23
2026-01-25 09:00:00,HostelArea,9,6,0,0,19
2026-01-25 09:00:00,MainBlock,9,6,0,0,29
2026-01-25 10:00:00,Library,10,6,0,0,24
2026-01-25 10:00:00,Gate3,10,6,0,0,20
2026-01-25 10:00:00,Cafeteria,10,6,0,0,36
2026-01-25 10:00:00,HostelArea,10,6,0,0,14
2026-01-25 10:00:00,MainBlock,10,6,0,0,21
2026-01-25 11:00:00,Library,11,6,0,0,18
2026-01-25 11:00:00,Gate3,11,6,0,0,28
2026-01-25 11:00:00,Cafeteria,11,6,0,0,25
2026-01-25 11:00:00,HostelArea,11,6,0,0,18
2026-01-25 11:00:00,MainBlock,11,6,0,0,19
2026-01-25 12:00:00,Library,12,6,0,0,56
2026-01-25 12:00:00,Gate3,12,6,0,0,46
2026-01-25 12:00:00,Cafeteria,12,6,0,0,40
2026-01-25 12:00:00,HostelArea,12,6,0,0,21
2026-01-25 12:00:00,MainBlock,12,6,0,0,38
2026-01-25 13:00:00,Library,13,6,0,0,39
2026-01-25 13:00:00,Gate3,13,6,0,0,27
2026-01-25 13:00:00,Cafeteria,13,6,0,0,36
2026-01-25 13:00:00,HostelArea,13,6,0,0,39
2026-01-25 13:00:00,MainBlock,13,6,0,0,24
2026-01-25 14:00:00,Library,14,6,0,0,35
2026-01-25 14:00:00,Gate3,14,6,0,0,41
2026-01-25 14:00:00,Cafeteria,14,6,0,0,45
2026-01-25 14:00:00,HostelArea,14,6,0,0,42
2026-01-25 14:00:00,MainBlock,14,6,0,0,40
2026-01-25 15:00:00,Library,15,6,0,0,22
2026-01-25 15:00:00,Gate3,15,6,0,0,30
2026-01-25 15:00:00,Cafeteria,15,6,0,0,27
2026-01-25 15:00:00,HostelArea,15,6,0,0,14
2026-01-25 15:00:00,MainBlock,15,6,0,0,25
2026-01-25 16:00:00,Library,16,6,0,0,29
2026-01-25 16:00:00,Gate3,16,6,0,0,20
2026-01-25 16:00:00,Cafeteria,16,6,0,0,30
2026-01-25 16:00:00,HostelArea,16,6,0,0,26
2026-01-25 16:00:00,MainBlock,16,6,0,0,19
2026-01-25 17:00:00,Library,17,6,0,0,49
2026-01-25 17:00:00,Gate3,17,6,0,0,52
2026-01-25 17:00:00,Cafeteria,17,6,0,0,27
2026-01-25 17:00:00,HostelArea,17,6,0,0,34
2026-01-25 17:00:00,MainBlock,17,6,0,0,47
2026-01-25 18:00:00,Library,18,6,0,0,28
2026-01-25 18:00:00,Gate3,18,6,0,0,45
2026-01-25 18:00:00,Cafeteria,18,6,0,0,41
2026-01-25 18:00:00,HostelArea,18,6,0,0,58
2026-01-25 18:00:00,MainBlock,18,6,0,0,48
2026-01-25 19:00:00,Library,19,6,0,0,5
2026-01-25 19:00:00,Gate3,19,6,0,0,8
2026-01-25 19:00:00,Cafeteria,19,6,0,0,10
2026-01-25 19:00:00,HostelArea,19,6,0,0,6
2026-01-25 19:00:00,MainBlock,19,6,0,0,9
2026-01-25 20:00:00,Library,20,6,0,0,6
2026-01-25 20:00:00,Gate3,20,6,0,0,8
2026-01-25 20:00:00,Cafeteria,20,6,0,0,7
2026-01-25 20:00:00,HostelArea,20,6,0,0,4
2026-01-25 20:00:00,MainBlock,20,6,0,0,8
2026-01-25 21:00:00,Library,21,6,0,0,8
2026-01-25 21:00:00,Gate3,21,6,0,0,10
2026-01-25 21:00:00,Cafeteria,21,6,0,0,6
2026-01-25 21:00:00,HostelArea,21,6,0,0,7
2026-01-25 21:00:00,MainBlock,21,6,0,0,7
2026-01-25 22:00:00,Library,22,6,0,0,17
2026-01-25 22:00:00,Gate3,22,6,0,0,8
2026-01-25 22:00:00,Cafeteria,22,6,0,0,6
2026-01-25 22:00:00,HostelArea,22,6,0,0,9
2026-01-25 22:00:00,MainBlock,22,6,0,0,8
2026-01-25 23:00:00,Library,23,6,0,0,12
2026-01-25 23:00:00,Gate3,23,6,0,0,8
2026-01-25 23:00:00,Cafeteria,23,6,0,0,7
2026-01-25 23:00:00,HostelArea,23,6,0,0,11
2026-01-25 23:00:00,MainBlock,23,6,0,0,8
2026-01-26 00:00:00,Library,0,0,0,1,16
2026-01-26 00:00:00,Gate3,0,0,0,1,12
2026-01-26 00:00:00,Cafeteria,0,0,0,1,10
2026-01-26 00:00:00,HostelArea,0,0,0,1,19
2026-01-26 00:00:00,MainBlock,0,0,0,1,15
2026-01-26 01:00:00,Library,1,0,0,1,15
2026-01-26 01:00:00,Gate3,1,0,0,1,15
2026-01-26 01:00:00,Cafeteria,1,0,0,1,13
2026-01-26 01:00:00,HostelArea,1,0,0,1,20
2026-01-26 01:00:00,MainBlock,1,0,0,1,12
2026-01-26 02:00:00,Library,2,0,0,1,15
2026-01-26 02:00:00,Gate3,2,0,0,1,11
2026-01-26 02:00:00,Cafeteria,2,0,0,1,11
2026-01-26 02:00:00,HostelArea,2,0,0,1,13
2026-01-26 02:00:00,MainBlock,2,0,0,1,16
2026-01-26 03:00:00,Library,3,0,0,1,16
2026-01-26 03:00:00,Gate3,3,0,0,1,9
2026-01-26 03:00:00,Cafeteria,3,0,0,1,14
2026-01-26 03:00:00,HostelArea,3,0,0,1,11
2026-01-26 03:00:00,MainBlock,3,0,0,1,11
2026-01-26 04:00:00,Library,4,0,0,1,12
2026-01-26 04:00:00,Gate3,4,0,0,1,12
2026-01-26 04:00:00,Cafeteria,4,0,0,1,14
2026-01-26 04:00:00,HostelArea,4,0,0,1,13
2026-01-26 04:00:00,MainBlock,4,0,0,1,8
2026-01-26 05:00:00,Library,5,0,0,1,9
2026-01-26 05:00:00,Gate3,5,0,0,1,12
2026-01-26 05:00:00,Cafeteria,5,0,0,1,13
2026-01-26 05:00:00,HostelArea,5,0,0,1,9
2026-01-26 05:00:00,MainBlock,5,0,0,1,13
2026-01-26 06:00:00,Library,6,0,0,1,14
2026-01-26 06:00:00,Gate3,6,0,0,1,14
2026-01-26 06:00:00,Cafeteria,6,0,0,1,13
2026-01-26 06:00:00,HostelArea,6,0,0,1,10
2026-01-26 06:00:00,MainBlock,6,0,0,1,14
2026-01-26 07:00:00,Library,7,0,0,1,11
2026-01-26 07:00:00,Gate3,7,0,0,1,16
2026-01-26 07:00:00,Cafeteria,7,0,0,1,14
2026-01-26 07:00:00,HostelArea,7,0,0,1,13
2026-01-26 07:00:00,MainBlock,7,0,0,1,13
2026-01-26 08:00:00,Library,8,0,0,1,45
2026-01-26 08:00:00,Gate3,8,0,0,1,43
2026-01-26 08:00:00,Cafeteria,8,0,0,1,50
2026-01-26 08:00:00,HostelArea,8,0,0,1,47
2026-01-26 08:00:00,MainBlock,8,0,0,1,37
2026-01-26 09:00:00,Library,9,0,0,1,39
2026-01-26 09:00:00,Gate3,9,0,0,1,54
2026-01-26 09:00:00,Cafeteria,9,0,0,1,48
2026-01-26 09:00:00,HostelArea,9,0,0,1,65
2026-01-26 09:00:00,MainBlock,9,0,0,1,26
2026-01-26 10:00:00,Library,10,0,0,1,35
2026-01-26 10:00:00,Gate3,10,0,0,1,34
2026-01-26 10:00:00,Cafeteria,10,0,0,1,36
2026-01-26 10:00:00,HostelArea,10,0,0,1,44
2026-01-26 10:00:00,MainBlock,10,0,0,1,32
2026-01-26 11:00:00,Library,11,0,0,1,37
2026-01-26 11:00:00,Gate3,11,0,0,1,47
2026-01-26 11:00:00,Cafeteria,11,0,0,1,53
2026-01-26 11:00:00,HostelArea,11,0,0,1,48
2026-01-26 11:00:00,MainBlock,11,0,0,1,50
2026-01-26 12:00:00,Library,12,0,0,1,84
2026-01-26 12:00:00,Gate3,12,0,0,1,68
2026-01-26 12:00:00,Cafeteria,12,0,0,1,78
2026-01-26 12:00:00,HostelArea,12,0,0,1,63
2026-01-26 12:00:00,MainBlock,12,0,0,1,61
2026-01-26 13:00:00,Library,13,0,0,1,75
2026-01-26 13:00:00,Gate3,13,0,0,1,66
2026-01-26 13:00:00,Cafeteria,13,0,0,1,112
2026-01-26 13:00:00,HostelArea,13,0,0,1,56
2026-01-26 13:00:00,MainBlock,13,0,0,1,45
2026-01-26 14:00:00,Library,14,0,0,1,67
2026-01-26 14:00:00,Gate3,14,0,0,1,49
2026-01-26 14:00:00,Cafeteria,14,0,0,1,54
2026-01-26 14:00:00,HostelArea,14,0,0,1,101
2026-01-26 14:00:00,MainBlock,14,0,0,1,74
2026-01-26 15:00:00,Library,15,0,0,1,37
2026-01-26 15:00:00,Gate3,15,0,0,1,46
2026-01-26 15:00:00,Cafeteria,15,0,0,1,44
2026-01-26 15:00:00,HostelArea,15,0,0,1,44
2026-01-26 15:00:00,MainBlock,15,0,0,1,41
2026-01-26 16:00:00,Library,16,0,0,1,47
2026-01-26 16:00:00,Gate3,16,0,0,1,45
2026-01-26 16:00:00,Cafeteria,16,0,0,1,42
2026-01-26 16:00:00,HostelArea,16,0,0,1,33
2026-01-26 16:00:00,MainBlock,16,0,0,1,39
2026-01-26 17:00:00,Library,17,0,0,1,54
2026-01-26 17:00:00,Gate3,17,0,0,1,104
2026-01-26 17:00:00,Cafeteria,17,0,0,1,91
2026-01-26 17:00:00,HostelArea,17,0,0,1,77
2026-01-26 17:00:00,MainBlock,17,0,0,1,66
2026-01-26 18:00:00,Library,18,0,0,1,71
2026-01-26 18:00:00,Gate3,18,0,0,1,54
2026-01-26 18:00:00,Cafeteria,18,0,0,1,66
2026-01-26 18:00:00,HostelArea,18,0,0,1,66
2026-01-26 18:00:00,MainBlock,18,0,0,1,80
2026-01-26 19:00:00,Library,19,0,0,1,12
2026-01-26 19:00:00,Gate3,19,0,0,1,9
2026-01-26 19:00:00,Cafeteria,19,0,0,1,13
2026-01-26 19:00:00,HostelArea,19,0,0,1,14
2026-01-26 19:00:00,MainBlock,19,0,0,1,14
2026-01-26 20:00:00,Library,20,0,0,1,13
2026-01-26 20:00:00,Gate3,20,0,0,1,14
2026-01-26 20:00:00,Cafeteria,20,0,0,1,13
2026-01-26 20:00:00,HostelArea,20,0,0,1,12
2026-01-26 20:00:00,MainBlock,20,0,0,1,14
2026-01-26 21:00:00,Library,21,0,0,1,9
2026-01-26 21:00:00,Gate3,21,0,0,1,14
2026-01-26 21:00:00,Cafeteria,21,0,0,1,14
2026-01-26 21:00:00,HostelArea,21,0,0,1,12
2026-01-26 21:00:00,MainBlock,21,0,0,1,13
2026-01-26 22:00:00,Library,22,0,0,1,23
2026-01-26 22:00:00,Gate3,22,0,0,1,14
2026-01-26 22:00:00,Cafeteria,22,0,0,1,17
2026-01-26 22:00:00,HostelArea,22,0,0,1,12
2026-01-26 22:00:00,MainBlock,22,0,0,1,9
2026-01-26 23:00:00,Library,23,0,0,1,24
2026-01-26 23:00:00,Gate3,23,0,0,1,13
2026-01-26 23:00:00,Cafeteria,23,0,0,1,16
2026-01-26 23:00:00,HostelArea,23,0,0,1,14
2026-01-26 23:00:00,MainBlock,23,0,0,1,12
2026-01-27 00:00:00,Library,0,1,0,0,14
2026-01-27 00:00:00,Gate3,0,1,0,0,27
2026-01-27 00:00:00,Cafeteria,0,1,0,0,27
2026-01-27 00:00:00,HostelArea,0,1,0,0,14
2026-01-27 00:00:00,MainBlock,0,1,0,0,12
2026-01-27 01:00:00,Library,1,1,0,0,20
2026-01-27 01:00:00,Gate3,1,1,0,0,22
2026-01-27 01:00:00,Cafeteria,1,1,0,0,20
2026-01-27 01:00:00,HostelArea,1,1,0,0,22
2026-01-27 01:00:00,MainBlock,1,1,0,0,17
2026-01-27 02:00:00,Library,2,1,0,0,17
2026-01-27 02:00:00,Gate3,2,1,0,0,16
2026-01-27 02:00:00,Cafeteria,2,1,0,0,16
2026-01-27 02:00:00,HostelArea,2,1,0,0,17
2026-01-27 02:00:00,MainBlock,2,1,0,0,17
2026-01-27 03:00:00,Library,3,1,0,0,18
2026-01-27 03:00:00,Gate3,3,1,0,0,19
2026-01-27 03:00:00,Cafeteria,3,1,0,0,18
2026-01-27 03:00:00,HostelArea,3,1,0,0,18
2026-01-27 03:00:00,MainBlock,3,1,0,0,19
2026-01-27 04:00:00,Library,4,1,0,0,16
2026-01-27 04:00:00,Gate3,4,1,0,0,22
2026-01-27 04:00:00,Cafeteria,4,1,0,0,22
2026-01-27 04:00:00,HostelArea,4,1,0,0,19
2026-01-27 04:00:00,MainBlock,4,1,0,0,15
2026-01-27 05:00:00,Library,5,1,0,0,15
2026-01-27 05:00:00,Gate3,5,1,0,0,22
2026-01-27 05:00:00,Cafeteria,5,1,0,0,21
2026-01-27 05:00:00,HostelArea,5,1,0,0,23
2026-01-27 05:00:00,MainBlock,5,1,0,0,24
2026-01-27 06:00:00,Library,6,1,0,0,17
2026-01-27 06:00:00,Gate3,6,1,0,0,17
2026-01-27 06:00:00,Cafeteria,6,1,0,0,25
2026-01-27 06:00:00,HostelArea,6,1,0,0,15
2026-01-27 06:00:00,MainBlock,6,1,0,0,12
2026-01-27 07:00:00,Library,7,1,0,0,22
2026-01-27 07:00:00,Gate3,7,1,0,0,19
2026-01-27 07:00:00,Cafeteria,7,1,0,0,16
2026-01-27 07:00:00,HostelArea,7,1,0,0,23
2026-01-27 07:00:00,MainBlock,7,1,0,0,19
2026-01-27 08:00:00,Library,8,1,0,0,79
2026-01-27 08:00:00,Gate3,8,1,0,0,65
2026-01-27 08:00:00,Cafeteria,8,1,0,0,60
2026-01-27 08:00:00,HostelArea,8,1,0,0,69
2026-01-27 08:00:00,MainBlock,8,1,0,0,69
2026-01-27 09:00:00,Library,9,1,0,0,68
2026-01-27 09:00:00,Gate3,9,1,0,0,96
2026-01-27 09:00:00,Cafeteria,9,1,0,0,36
2026-01-27 09:00:00,HostelArea,9,1,0,0,65
2026-01-27 09:00:00,MainBlock,9,1,0,0,67
2026-01-27 10:00:00,Library,10,1,0,0,70
2026-01-27 10:00:00,Gate3,10,1,0,0,64
2026-01-27 10:00:00,Cafeteria,10,1,0,0,75
2026-01-27 10:00:00,HostelArea,10,1,0,0,60
2026-01-27 10:00:00,MainBlock,10,1,0,0,51
2026-01-27 11:00:00,Library,11,1,0,0,67
2026-01-27 11:00:00,Gate3,11,1,0,0,32
2026-01-27 11:00:00,Cafeteria,11,1,0,0,64
2026-01-27 11:00:00,HostelArea,11,1,0,0,60
2026-01-27 11:00:00,MainBlock,11,1,0,0,63
2026-01-27 12:00:00,Library,12,1,0,0,99
2026-01-27 12:00:00,Gate3,12,1,0,0,111
2026-01-27 12:00:00,Cafeteria,12,1,0,0,93
2026-01-27 12:00:00,HostelArea,12,1,0,0,123
2026-01-27 12:00:00,MainBlock,12,1,0,0,106
2026-01-27 13:00:00,Library,13,1,0,0,119
2026-01-27 13:00:00,Gate3,13,1,0,0,110
2026-01-27 13:00:00,Cafeteria,13,1,0,0,111
2026-01-27 13:00:00,HostelArea,13,1,0,0,110
2026-01-27 13:00:00,MainBlock,13,1,0,0,114
2026-01-27 14:00:00,Library,14,1,0,0,65
2026-01-27 14:00:00,Gate3,14,1,0,0,113
2026-01-27 14:00:00,Cafeteria,14,1,0,0,96
2026-01-27 14:00:00,HostelArea,14,1,0,0,106
2026-01-27 14:00:00,MainBlock,14,1,0,0,100
2026-01-27 15:00:00,Library,15,1,0,0,51
2026-01-27 15:00:00,Gate3,15,1,0,0,46
2026-01-27 15:00:00,Cafeteria,15,1,0,0,50
2026-01-27 15:00:00,HostelArea,15,1,0,0,56
2026-01-27 15:00:00,MainBlock,15,1,0,0,54
2026-01-27 16:00:00,Library,16,1,0,0,63
2026-01-27 16:00:00,Gate3,16,1,0,0,76
2026-01-27 16:00:00,Cafeteria,16,1,0,0,45
2026-01-27 16:00:00,HostelArea,16,1,0,0,65
2026-01-27 16:00:00,MainBlock,16,1,0,0,74
2026-01-27 17:00:00,Library,17,1,0,0,98
2026-01-27 17:00:00,Gate3,17,1,0,0,172
2026-01-27 17:00:00,Cafeteria,17,1,0,0,79
2026-01-27 17:00:00,HostelArea,17,1,0,0,82
2026-01-27 17:00:00,MainBlock,17,1,0,0,113
2026-01-27 18:00:00,Library,18,1,0,0,103
2026-01-27 18:00:00,Gate3,18,1,0,0,127
2026-01-27 18:00:00,Cafeteria,18,1,0,0,107
2026-01-27 18:00:00,HostelArea,18,1,0,0,110
2026-01-27 18:00:00,MainBlock,18,1,0,0,80
2026-01-27 19:00:00,Library,19,1,0,0,15
2026-01-27 19:00:00,Gate3,19,1,0,0,22
2026-01-27 19:00:00,Cafeteria,19,1,0,0,10
2026-01-27 19:00:00,HostelArea,19,1,0,0,21
2026-01-27 19:00:00,MainBlock,19,1,0,0,20
2026-01-27 20:00:00,Library,20,1,0,0,26
2026-01-27 20:00:00,Gate3,20,1,0,0,13
2026-01-27 20:00:00,Cafeteria,20,1,0,0,16
2026-01-27 20:00:00,HostelArea,20,1,0,0,21
2026-01-27 20:00:00,MainBlock,20,1,0,0,26
2026-01-27 21:00:00,Library,21,1,0,0,15
2026-01-27 21:00:00,Gate3,21,1,0,0,21
2026-01-27 21:00:00,Cafeteria,21,1,0,0,16
2026-01-27 21:00:00,HostelArea,21,1,0,0,17
2026-01-27 21:00:00,MainBlock,21,1,0,0,21
2026-01-27 22:00:00,Library,22,1,0,0,39
2026-01-27 22:00:00,Gate3,22,1,0,0,24
2026-01-27 22:00:00,Cafeteria,22,1,0,0,19
2026-01-27 22:00:00,HostelArea,22,1,0,0,12
2026-01-27 22:00:00,MainBlock,22,1,0,0,17
2026-01-27 23:00:00,Library,23,1,0,0,50
2026-01-27 23:00:00,Gate3,23,1,0,0,16
2026-01-27 23:00:00,Cafeteria,23,1,0,0,15
2026-01-27 23:00:00,HostelArea,23,1,0,0,24
2026-01-27 23:00:00,MainBlock,23,1,0,0,27
2026-01-28 00:00:00,Library,0,2,0,1,8
2026-01-28 00:00:00,Gate3,0,2,0,1,13
2026-01-28 00:00:00,Cafeteria,0,2,0,1,15
2026-01-28 00:00:00,HostelArea,0,2,0,1,11
2026-01-28 00:00:00,MainBlock,0,2,0,1,13
2026-01-28 01:00:00,Library,1,2,0,1,10
2026-01-28 01:00:00,Gate3,1,2,0,1,12
2026-01-28 01:00:00,Cafeteria,1,2,0,1,13
2026-01-28 01:00:00,HostelArea,1,2,0,1,11
2026-01-28 01:00:00,MainBlock,1,2,0,1,15
